date,ndvi
2021-01-01,0.5315423956726273
2021-01-02,0.5379440299024137
2021-01-03,0.5443456641322001
2021-01-04,0.5507472983619865
2021-01-05,0.5571489325917729
2021-01-06,0.5635505668215594
2021-01-07,0.5699522010513457
2021-01-08,0.5763538352811322
2021-01-09,0.5827554695109185
2021-01-10,0.589157103740705
2021-01-11,0.5955587379704914
2021-01-12,0.6019603722002778
2021-01-13,0.6083620064300642
2021-01-14,0.6147636406598506
2021-01-15,0.621165274889637
2021-01-16,0.6275669091194234
2021-01-17,0.6339685433492098
2021-01-18,0.6377689317200084
2021-01-19,0.6415693200908068
2021-01-20,0.6453697084616054
2021-01-21,0.6491700968324039
2021-01-22,0.6529704852032023
2021-01-23,0.6567708735740009
2021-01-24,0.6605712619447993
2021-01-25,0.6643716503155979
2021-01-26,0.6681720386863964
2021-01-27,0.6719724270571948
2021-01-28,0.6757728154279934
2021-01-29,0.6795732037987918
2021-01-30,0.6833735921695904
2021-01-31,0.6871739805403889
2021-02-01,0.6909743689111874
2021-02-02,0.6947747572819859
2021-02-03,0.6971949574359579
2021-02-04,0.6996151575899299
2021-02-05,0.7020353577439019
2021-02-06,0.704455557897874
2021-02-07,0.7068757580518459
2021-02-08,0.7092959582058179
2021-02-09,0.7117161583597899
2021-02-10,0.7141363585137619
2021-02-11,0.7165565586677339
2021-02-12,0.7189767588217059
2021-02-13,0.7213969589756779
2021-02-14,0.72381715912965
2021-02-15,0.7262373592836219
2021-02-16,0.7286575594375939
2021-02-17,0.7310777595915658
2021-02-18,0.7334979597455379
2021-02-19,0.7332866308043309
2021-02-20,0.7330753018631238
2021-02-21,0.7328639729219167
2021-02-22,0.7326526439807097
2021-02-23,0.7324413150395026
2021-02-24,0.7322299860982956
2021-02-25,0.7320186571570885
2021-02-26,0.7318073282158815
2021-02-27,0.7315959992746744
2021-02-28,0.7313846703334673
2021-03-01,0.7311733413922603
2021-03-02,0.7309620124510532
2021-03-03,0.7307506835098462
2021-03-04,0.7305393545686392
2021-03-05,0.730328025627432
2021-03-06,0.730116696686225
2021-03-07,0.7344652597802198
2021-03-08,0.7388138228742145
2021-03-09,0.7431623859682093
2021-03-10,0.7475109490622039
2021-03-11,0.7518595121561987
2021-03-12,0.7562080752501934
2021-03-13,0.7605566383441882
2021-03-14,0.764905201438183
2021-03-15,0.7692537645321776
2021-03-16,0.7736023276261724
2021-03-17,0.7779508907201671
2021-03-18,0.7822994538141619
2021-03-19,0.7866480169081566
2021-03-20,0.7909965800021513
2021-03-21,0.795345143096146
2021-03-22,0.7996937061901408
2021-03-23,0.7990406860368667
2021-03-24,0.7983876658835927
2021-03-25,0.7977346457303186
2021-03-26,0.7970816255770445
2021-03-27,0.7964286054237705
2021-03-28,0.7957755852704964
2021-03-29,0.7951225651172223
2021-03-30,0.7944695449639483
2021-03-31,0.7938165248106742
2021-04-01,0.7931635046574002
2021-04-02,0.7925104845041261
2021-04-03,0.791857464350852
2021-04-04,0.791204444197578
2021-04-05,0.7905514240443039
2021-04-06,0.7898984038910298
2021-04-07,0.7892453837377558
2021-04-08,0.7884955244769939
2021-04-09,0.787745665216232
2021-04-10,0.7869958059554701
2021-04-11,0.7862459466947083
2021-04-12,0.7854960874339463
2021-04-13,0.7847462281731844
2021-04-14,0.7839963689124225
2021-04-15,0.7832465096516606
2021-04-16,0.7824966503908988
2021-04-17,0.7817467911301369
2021-04-18,0.780996931869375
2021-04-19,0.780247072608613
2021-04-20,0.7794972133478512
2021-04-21,0.7787473540870893
2021-04-22,0.7779974948263274
2021-04-23,0.7772476355655655
2021-04-24,0.7765879347387236
2021-04-25,0.7759282339118817
2021-04-26,0.7752685330850397
2021-04-27,0.7746088322581979
2021-04-28,0.7739491314313559
2021-04-29,0.7732894306045139
2021-04-30,0.7726297297776721
2021-05-01,0.7719700289508301
2021-05-02,0.7713103281239881
2021-05-03,0.7706506272971463
2021-05-04,0.7699909264703043
2021-05-05,0.7693312256434623
2021-05-06,0.7686715248166205
2021-05-07,0.7680118239897785
2021-05-08,0.7673521231629367
2021-05-09,0.7666924223360947
2021-05-10,0.7624684603191386
2021-05-11,0.7582444983021825
2021-05-12,0.7540205362852264
2021-05-13,0.7497965742682703
2021-05-14,0.7455726122513142
2021-05-15,0.741348650234358
2021-05-16,0.737124688217402
2021-05-17,0.7329007262004459
2021-05-18,0.7286767641834898
2021-05-19,0.7244528021665337
2021-05-20,0.7202288401495776
2021-05-21,0.7160048781326215
2021-05-22,0.7117809161156654
2021-05-23,0.7075569540987092
2021-05-24,0.7033329920817531
2021-05-25,0.6991090300647971
2021-05-26,0.6951187970397769
2021-05-27,0.6911285640147565
2021-05-28,0.6871383309897363
2021-05-29,0.6831480979647161
2021-05-30,0.6791578649396958
2021-05-31,0.6751676319146755
2021-06-01,0.6711773988896553
2021-06-02,0.6671871658646351
2021-06-03,0.6631969328396148
2021-06-04,0.6592066998145946
2021-06-05,0.6552164667895743
2021-06-06,0.651226233764554
2021-06-07,0.6472360007395338
2021-06-08,0.6432457677145136
2021-06-09,0.6392555346894933
2021-06-10,0.635265301664473
2021-06-11,0.6304802210094154
2021-06-12,0.6256951403543578
2021-06-13,0.6209100596993001
2021-06-14,0.6161249790442425
2021-06-15,0.6113398983891849
2021-06-16,0.6065548177341272
2021-06-17,0.6017697370790696
2021-06-18,0.596984656424012
2021-06-19,0.5921995757689543
2021-06-20,0.5874144951138967
2021-06-21,0.582629414458839
2021-06-22,0.5778443338037814
2021-06-23,0.5730592531487237
2021-06-24,0.5682741724936661
2021-06-25,0.5634890918386085
2021-06-26,0.5587040111835508
2021-06-27,0.5564258828947928
2021-06-28,0.5541477546060347
2021-06-29,0.5518696263172767
2021-06-30,0.5495914980285186
2021-07-01,0.5473133697397604
2021-07-02,0.5450352414510024
2021-07-03,0.5427571131622443
2021-07-04,0.5404789848734862
2021-07-05,0.5382008565847282
2021-07-06,0.5359227282959701
2021-07-07,0.533644600007212
2021-07-08,0.5313664717184539
2021-07-09,0.5290883434296958
2021-07-10,0.5268102151409377
2021-07-11,0.5245320868521797
2021-07-12,0.5222539585634216
2021-07-13,0.5167788083028076
2021-07-14,0.5113036580421936
2021-07-15,0.5058285077815796
2021-07-16,0.5003533575209657
2021-07-17,0.4948782072603516
2021-07-18,0.48940305699973763
2021-07-19,0.4839279067391236
2021-07-20,0.4784527564785096
2021-07-21,0.47297760621789564
2021-07-22,0.4675024559572816
2021-07-23,0.4620273056966676
2021-07-24,0.45655215543605365
2021-07-25,0.45107700517543964
2021-07-26,0.4456018549148256
2021-07-27,0.44012670465421166
2021-07-28,0.43465155439359765
2021-07-29,0.43109210099287204
2021-07-30,0.4275326475921464
2021-07-31,0.42397319419142077
2021-08-01,0.4204137407906951
2021-08-02,0.4168542873899695
2021-08-03,0.4132948339892438
2021-08-04,0.4097353805885182
2021-08-05,0.4061759271877926
2021-08-06,0.40261647378706694
2021-08-07,0.39905702038634133
2021-08-08,0.39549756698561567
